sample_name	altitude	anonymized_name	bile_sample	biomass_even	biomass_quartile	climate	collection_substrate	collection_timestamp	collection_year	common_name	condition_factor	conservation_status	control	control_2	control_cell_into_extraction	control_org	depth_high_range_m	depth_low_range_m	depth_m	description	diet	diet_reference	dist_to_dorsal_cm	distance_from_shore_m	dna_extracted	dnaplate_column	dnaplate_row	dnaplate_well_id	elevation	empo_1	empo_2	empo_3	env	env0	env_biome	env_feature	env_material	env_package	evo_distanceto_mackerel_median_mya	evo_timetree_species_name	extraction_cleanup	extraction_date	extraction_lot	extraction_mass_g	extraction_notes	extraction_notes_gill	extraction_plate_name	fish_collection_method	fl_cm	fmp_number	gamma_include	gape_cm	general_location	geo_loc_name	gi_cm	hab_notes	hab_sum	habitat_act_collection	habitat_be	habitat_cp	habitat_depth_level1	habitat_depth_level2	habitat_drf	habitat_dslp	habitat_is	habitat_kbrf	habitat_mdrf	habitat_ms	habitat_os	habitat_p	habitat_ref	habitat_rit	habitat_rst	habitat_sslp	habitat_sz	host_age	host_age_units	host_body_habitat	host_body_mass_index	host_body_product	host_body_site	host_common_name	host_common_name_	host_height	host_height_units	host_life_stage	host_scientific_name	host_subject_id	host_taxid	host_weight	host_weight_units	include_st	latitude	longitude	mass_g	max_age	max_kg_grams	max_tl_cm	method_gear	month	name	notes	notes_on_dissection	num_order	number_db	ocean_basin	p_class	p_fam_common	p_family	p_genus	p_genus_species	p_order	pcr_order	ph_cells_per_g	ph_cells_per_g_log	ph_cells_per_mg	ph_extrapolated_cells_per_60ul_total	ph_extrapolated_cells_per_extra_ln	ph_extrapolated_cells_per_pcr_total	ph_log_reads	ph_r1150	ph_reads_per_mg	ph_total_reads	physical_specimen_location	physical_specimen_remaining	prey_annelids	prey_arthropods	prey_echinoderms	prey_invertebrate	prey_large_fish	prey_mollusks	prey_phytoplankton_algae	prey_shark_marine_mammal	prey_small_fish	prey_zooplankton	primer_plate	qiita_study_id	radii	ratio_dorsal_to_tl	ratio_gape_to_tl	ratio_gi_to_tl	reproductive_process	salinity_tolerance	salinity_tolerance_migration	sample_type	sample_type_2	sample_type_descriptive	sample_types	scientific_name	sd_or_la	season	sex	sjbg_gill	sjbg_gill_direction	sjbg_gill_number	sjbg_gill_orientation	sjbg_gill_sample	sjbg_gill_tissue	sjbg_gill_type	sourcesink	substrata_collection	substrata_group	swim_acceleration	swim_endurance	swim_mode	swim_performance	taxon_id	title	title_fmp_core	tl_cm	trophic	trophic_likely	type_habitat_nonbay_bol	x	y	z
13414.16.gill	Not applicable	16.gill	FALSE	3	4	temperate	rock associated	2019-08-20	2019	pacific staghorn sculpin	1.2701	NE	0	0		0	156	0	1	16.gill	"crab, shrimp, amphipod, larval, juvenile adult fish, polychaete worms, mollusks, invertebrates"	fishbase.org	2.2	1	TRUE	2	h	h2	0	Host-associated	Animal	Animal corpus	16gill	gill	marine biome	animal-associated habitat	organic material	host-associated	116	Leptocottus armatus	clearmag beads KF	9/14/20	PS16L1	0.037		WG	FMP101_P4_gill_1.88	tidepool dipnet	8.5	16	1	1.4	LJ childrens pool	USA:CA:San Diego	6.8		1	RIT	1	0	shallow	neritic	0	0	0	0	0	0	0	0	The ecology of marine fishes of california and adjacent waters 2006	0	0	0	0	Missing: not collected	Missing: not collected	UBERON:respiratory system	1.270099735	UBERON:mucus	UBERON:gill	pacific staghorn sculpin	sculpin unknown Pacific staghorn sculpin	8.5	cm	Missing: not collected	Leptocottus armatus	FMP_16	214925	7.8	grams	1	32.841184	-117.281972	7.8	10		46	net	8	16.gill			592	164	Eastern Pacific	Actinopterygii	sculpins	Cottidae	Leptocottus	Leptocottus armatus	Perciformes	688	4322769	6.635762028	4323	159942	4.124782482	13329	4.313635254	1	556459	20589	SIO	Missing: not collected	1	1	1			1			1		8	13414		0.258823529	0.164705882	0.8	oviparous	brackish	brackish	fish gill	g	gill tissue	"gill, fin, skin, MG, HG"	Leptocottus armatus	124	summer	Unknown								sink	rocky reef	soft bottom	3	1	Cottiform	accelerator	214925	FMP101	1	8.5	3	3	FALSE			
13414.16.hg	Not applicable	16.hg	FALSE	3	4	temperate	rock associated	2019-08-20	2019	pacific staghorn sculpin	1.2701	NE	0	0		0	156	0	1	16.hg	"crab, shrimp, amphipod, larval, juvenile adult fish, polychaete worms, mollusks, invertebrates"	fishbase.org	2.2	1	TRUE	2	h	h2	0	Host-associated	Animal	Animal distal gut	16hg	hindgut	marine biome	animal-associated habitat	intestine environment	host-associated	116	Leptocottus armatus	clearmag beads KF	9/10/20	PS16L1	0.0116	used up		FMP101_P1_hg_1.88	tidepool dipnet	8.5	16	1	1.4	LJ childrens pool	USA:CA:San Diego	6.8		1	RIT	1	0	shallow	neritic	0	0	0	0	0	0	0	0	The ecology of marine fishes of california and adjacent waters 2006	0	0	0	0	Missing: not collected	Missing: not collected	UBERON:gastrointestinal system	1.270099735	UBERON:feces	UBERON:digestive tract	pacific staghorn sculpin	sculpin unknown Pacific staghorn sculpin	8.5	cm	Missing: not collected	Leptocottus armatus	FMP_16	214925	7.8	grams	1	32.841184	-117.281972	7.8	10		46	net	8	16.hg			304	164	Eastern Pacific	Actinopterygii	sculpins	Cottidae	Leptocottus	Leptocottus armatus	Perciformes	400	17115714	7.233395021	17116	198542	4.21867176	16545	4.340483775	1	1888103	21902	SIO	Missing: not collected	1	1	1			1			1		5	13414		0.258823529	0.164705882	0.8	oviparous	brackish	brackish	fish hindgut digesta	hg	hindgut digesta	"gill, fin, skin, MG, HG"	Leptocottus armatus	124	summer	Unknown								sink	rocky reef	soft bottom	3	1	Cottiform	accelerator	214925	FMP101	1	8.5	3	3	FALSE			
13414.16.midgut	Not applicable	16.midgut	FALSE	3	4	temperate	rock associated	2019-08-20	2019	pacific staghorn sculpin	1.2701	NE	0	0		0	156	0	1	16.midgut	"crab, shrimp, amphipod, larval, juvenile adult fish, polychaete worms, mollusks, invertebrates"	fishbase.org	2.2	1	TRUE	2	h	h2	0	Host-associated	Animal	Animal proximal gut	16midgut	midgut	marine biome	animal-associated habitat	intestine environment	host-associated	116	Leptocottus armatus	clearmag beads KF	9/10/20	PS16L1	0.005	used up		FMP101_P2_mg_1.88	tidepool dipnet	8.5	16	1	1.4	LJ childrens pool	USA:CA:San Diego	6.8		1	RIT	1	0	shallow	neritic	0	0	0	0	0	0	0	0	The ecology of marine fishes of california and adjacent waters 2006	0	0	0	0	Missing: not collected	Missing: not collected	UBERON:gastrointestinal system	1.270099735	UBERON:feces	UBERON:digestive tract	pacific staghorn sculpin	sculpin unknown Pacific staghorn sculpin	8.5	cm	Missing: not collected	Leptocottus armatus	FMP_16	214925	7.8	grams	1	32.841184	-117.281972	7.8	10		46	net	8	16.midgut			400	164	Eastern Pacific	Actinopterygii	sculpins	Cottidae	Leptocottus	Leptocottus armatus	Perciformes	496	7764035	6.890087485	7764	38820	3.50987626	3235	4.137797043	1	2746800	13734	SIO	Missing: not collected	1	1	1			1			1		6	13414		0.258823529	0.164705882	0.8	oviparous	brackish	brackish	fish midgut digesta	mg	midgut digesta	"gill, fin, skin, MG, HG"	Leptocottus armatus	124	summer	Unknown								sink	rocky reef	soft bottom	3	1	Cottiform	accelerator	214925	FMP101	1	8.5	3	3	FALSE			
13414.16.skin	Not applicable	16.skin	FALSE	2	2	temperate	rock associated	2019-08-20	2019	pacific staghorn sculpin	1.2701	NE	0	0		0	156	0	1	16.skin	"crab, shrimp, amphipod, larval, juvenile adult fish, polychaete worms, mollusks, invertebrates"	fishbase.org	2.2	1	TRUE	2	h	h2	0	Host-associated	Animal	Animal surface	16skin	skin	marine biome	animal-associated habitat	mucus	host-associated	116	Leptocottus armatus	clearmag beads KF	9/14/20	PS16L1	0.115	all tissue used		FMP101_P3_skin_1.88	tidepool dipnet	8.5	16	1	1.4	LJ childrens pool	USA:CA:San Diego	6.8		1	RIT	1	0	shallow	neritic	0	0	0	0	0	0	0	0	The ecology of marine fishes of california and adjacent waters 2006	0	0	0	0	Missing: not collected	Missing: not collected	UBERON:skin	1.270099735	UBERON:mucus	UBERON:skin of body	pacific staghorn sculpin	sculpin unknown Pacific staghorn sculpin	8.5	cm	Missing: not collected	Leptocottus armatus	FMP_16	214925	7.8	grams	1	32.841184	-117.281972	7.8	10		46	net	8	16.skin			496	164	Eastern Pacific	Actinopterygii	sculpins	Cottidae	Leptocottus	Leptocottus armatus	Perciformes	592	10732	4.030680664	11	1234	2.012206672	103	3.709524356	1	44548	5123	SIO	Missing: not collected	1	1	1			1			1		7	13414		0.258823529	0.164705882	0.8	oviparous	brackish	brackish	fish skin	s	skin swab	"gill, fin, skin, MG, HG"	Leptocottus armatus	124	summer	Unknown								sink	rocky reef	soft bottom	3	1	Cottiform	accelerator	214925	FMP101	1	8.5	3	3	FALSE			
13414.17.gill	Not applicable	17.gill	TRUE	3	4	subtropical	kelp forrest	2019-08-21	2019	treefish	2.1615	NE	0	0		0	90	5	30	17.gill	"fish, crabs, shrimp"	https://www.researchgate.net/profile/Madhavi-Colton/publication/287180969_Feeding_preferences_and_size-related_dietary_shifts_of_treefish_Scorpaenidae_Sebastes_serriceps_off_Southern_California/links/5a0f77030f7e9bd1b2bdc785/Feeding-preferences-and-size-related-dietary-shifts-of-treefish-Scorpaenidae-Sebastes-serriceps-off-Southern-California.pdf	7.8	2486	TRUE	3	a	a3	0	Host-associated	Animal	Animal corpus	17gill	gill	marine biome	animal-associated habitat	organic material	host-associated	116	Sebastes serriceps	clearmag beads KF	9/14/20	PS16L1	0.41		PG	FMP101_P4_gill_1.88	hook and line survey	29.8	17	1	5	JK	USA:CA:San Diego	39	"reef, bottom, kelp"	1	KBRF	0	0	shallow	neritic	0	0	0	1	0	0	0	0	The ecology of marine fishes of california and adjacent waters 2006	0	0	0	0	Missing: not collected	Missing: not collected	UBERON:respiratory system	2.161460168	UBERON:mucus	UBERON:gill	treefish	treefish	29.8	cm	Missing: not collected	Sebastes serriceps	FMP_17	201707	572	grams	1	32.83399	-117.30876	572	25		41	rod and reel	8	17.gill			593	239	Eastern Pacific	Actinopterygii	rockfish	Sebastidae	Sebastes	Sebastes serriceps	Perciformes	689	67802927	7.831248442	67803	27799200	6.364851051	2316600	4.954203904	1	219493	89992	SIO	Missing: not collected		1		1					1		8	13414		0.261744966	0.167785235	1.308724832	viviparous	marine	marine	fish gill	g	gill tissue	"gill, fin, skin, MG, HG"	Sebastes serriceps	199	summer	Unknown								sink	kelp forrest	rock associated	1	3	Labriform	generalist	201707	FMP101	1	29.8	3	3	TRUE			
13414.17.hg	Not applicable	17.hg	TRUE	2	2	subtropical	kelp forrest	2019-08-21	2019	treefish	2.1615	NE	0	0		0	90	5	30	17.hg	"fish, crabs, shrimp"	https://www.researchgate.net/profile/Madhavi-Colton/publication/287180969_Feeding_preferences_and_size-related_dietary_shifts_of_treefish_Scorpaenidae_Sebastes_serriceps_off_Southern_California/links/5a0f77030f7e9bd1b2bdc785/Feeding-preferences-and-size-related-dietary-shifts-of-treefish-Scorpaenidae-Sebastes-serriceps-off-Southern-California.pdf	7.8	2486	TRUE	3	a	a3	0	Host-associated	Animal	Animal distal gut	17hg	hindgut	marine biome	animal-associated habitat	intestine environment	host-associated	116	Sebastes serriceps	clearmag beads KF	9/10/20	PS16L1	0.059	low		FMP101_P1_hg_1.88	hook and line survey	29.8	17	1	5	JK	USA:CA:San Diego	39	"reef, bottom, kelp"	1	KBRF	0	0	shallow	neritic	0	0	0	1	0	0	0	0	The ecology of marine fishes of california and adjacent waters 2006	0	0	0	0	Missing: not collected	Missing: not collected	UBERON:gastrointestinal system	2.161460168	UBERON:feces	UBERON:digestive tract	treefish	treefish	29.8	cm	Missing: not collected	Sebastes serriceps	FMP_17	201707	572	grams	1	32.83399	-117.30876	572	25		41	rod and reel	8	17.hg			305	239	Eastern Pacific	Actinopterygii	rockfish	Sebastidae	Sebastes	Sebastes serriceps	Perciformes	401	22547	4.353088765	23	1330	2.044761513	111	3.718833718	1	88712	5234	SIO	Missing: not collected		1		1					1		5	13414		0.261744966	0.167785235	1.308724832	viviparous	marine	marine	fish hindgut digesta	hg	hindgut digesta	"gill, fin, skin, MG, HG"	Sebastes serriceps	199	summer	Unknown								sink	kelp forrest	rock associated	1	3	Labriform	generalist	201707	FMP101	1	29.8	3	3	TRUE			
13414.17.midgut	Not applicable	17.midgut	TRUE	3	4	subtropical	kelp forrest	2019-08-21	2019	treefish	2.1615	NE	0	0		0	90	5	30	17.midgut	"fish, crabs, shrimp"	https://www.researchgate.net/profile/Madhavi-Colton/publication/287180969_Feeding_preferences_and_size-related_dietary_shifts_of_treefish_Scorpaenidae_Sebastes_serriceps_off_Southern_California/links/5a0f77030f7e9bd1b2bdc785/Feeding-preferences-and-size-related-dietary-shifts-of-treefish-Scorpaenidae-Sebastes-serriceps-off-Southern-California.pdf	7.8	2486	TRUE	3	a	a3	0	Host-associated	Animal	Animal proximal gut	17midgut	midgut	marine biome	animal-associated habitat	intestine environment	host-associated	116	Sebastes serriceps	clearmag beads KF	9/10/20	PS16L1	0.0263	low		FMP101_P2_mg_1.88	hook and line survey	29.8	17	1	5	JK	USA:CA:San Diego	39	"reef, bottom, kelp"	1	KBRF	0	0	shallow	neritic	0	0	0	1	0	0	0	0	The ecology of marine fishes of california and adjacent waters 2006	0	0	0	0	Missing: not collected	Missing: not collected	UBERON:gastrointestinal system	2.161460168	UBERON:feces	UBERON:digestive tract	treefish	treefish	29.8	cm	Missing: not collected	Sebastes serriceps	FMP_17	201707	572	grams	1	32.83399	-117.30876	572	25		41	rod and reel	8	17.midgut			401	239	Eastern Pacific	Actinopterygii	rockfish	Sebastidae	Sebastes	Sebastes serriceps	Perciformes	497	1254533	6.09848209	1255	32994	3.439256613	2750	4.117602692	1	498479	13110	SIO	Missing: not collected		1		1					1		6	13414		0.261744966	0.167785235	1.308724832	viviparous	marine	marine	fish midgut digesta	mg	midgut digesta	"gill, fin, skin, MG, HG"	Sebastes serriceps	199	summer	Unknown								sink	kelp forrest	rock associated	1	3	Labriform	generalist	201707	FMP101	1	29.8	3	3	TRUE			
13414.17.skin	Not applicable	17.skin	TRUE	2	3	subtropical	kelp forrest	2019-08-21	2019	treefish	2.1615	NE	0	0		0	90	5	30	17.skin	"fish, crabs, shrimp"	https://www.researchgate.net/profile/Madhavi-Colton/publication/287180969_Feeding_preferences_and_size-related_dietary_shifts_of_treefish_Scorpaenidae_Sebastes_serriceps_off_Southern_California/links/5a0f77030f7e9bd1b2bdc785/Feeding-preferences-and-size-related-dietary-shifts-of-treefish-Scorpaenidae-Sebastes-serriceps-off-Southern-California.pdf	7.8	2486	TRUE	3	a	a3	0	Host-associated	Animal	Animal surface	17skin	skin	marine biome	animal-associated habitat	mucus	host-associated	116	Sebastes serriceps	clearmag beads KF	9/14/20	PS16L1	0.163	high		FMP101_P3_skin_1.88	hook and line survey	29.8	17	1	5	JK	USA:CA:San Diego	39	"reef, bottom, kelp"	1	KBRF	0	0	shallow	neritic	0	0	0	1	0	0	0	0	The ecology of marine fishes of california and adjacent waters 2006	0	0	0	0	Missing: not collected	Missing: not collected	UBERON:skin	2.161460168	UBERON:mucus	UBERON:skin of body	treefish	treefish	29.8	cm	Missing: not collected	Sebastes serriceps	FMP_17	201707	572	grams	1	32.83399	-117.30876	572	25		41	rod and reel	8	17.skin			497	239	Eastern Pacific	Actinopterygii	rockfish	Sebastidae	Sebastes	Sebastes serriceps	Perciformes	593	261557	5.417566347	262	42634	3.550573028	3553	4.149434666	1	86546	14107	SIO	Missing: not collected		1		1					1		7	13414		0.261744966	0.167785235	1.308724832	viviparous	marine	marine	fish skin	s	skin swab	"gill, fin, skin, MG, HG"	Sebastes serriceps	199	summer	Unknown								sink	kelp forrest	rock associated	1	3	Labriform	generalist	201707	FMP101	1	29.8	3	3	TRUE			
13414.18.gill	Not applicable	18.gill	TRUE	1	1	subtropical	kelp forrest	2019-08-21	2019	california sheephead	1.5613	VU	0	0		0	55	0	30	18.gill	"sea urchin, mollusks, lobsters, crabs"	fishbase.org	12.5	2486	TRUE	3	b	b3	0	Host-associated	Animal	Animal corpus	18gill	gill	marine biome	animal-associated habitat	organic material	host-associated	116	Semicossyphus pulcher	clearmag beads KF	9/14/20	PS16L1	0.291		PG	FMP101_P4_gill_1.88	hook and line survey	41.5	18	0	Missing: not collected		USA:CA:San Diego	Missing: not collected		1	KBRF	0	0	shallow	neritic	0	0	0	1	0	0	0	0	The ecology of marine fishes of california and adjacent waters 2006	0	0	0	0	Missing: not collected	Missing: not collected	UBERON:respiratory system	1.561326071	UBERON:mucus	UBERON:gill	California sheephead	CA sheephead	44	cm	Missing: not collected	Semicossyphus pulcher	FMP_18	241346	1330	grams	1	32.83399	-117.30876	1330	53	16	91	rod and reel	8	18.gill			594	362	Eastern Pacific	Actinopterygii	wrasses	Labridae	Semicossyphus	Semicossyphus pulcher	Labriformes	690	47	1.672097858	0	14	0.053895967	1	3.149527014	1	4849	1411	SIO	Missing: not collected		1	1			1					8	13414		0.284090909	nan	nan	oviparous	marine	marine	fish gill	g	gill tissue	"gill, fin, skin, MG, HG"	Semicossyphus pulcher	321	summer	Unknown								sink	kelp forrest	rock associated	1	3	Labriform	generalist	241346	FMP101	1	44	2	2	TRUE			
13414.18.hg	Not applicable	18.hg	TRUE	1	1	subtropical	kelp forrest	2019-08-21	2019	california sheephead	1.5613	VU	0	0		0	55	0	30	18.hg	"sea urchin, mollusks, lobsters, crabs"	fishbase.org	12.5	2486	TRUE	3	b	b3	0	Host-associated	Animal	Animal distal gut	18hg	hindgut	marine biome	animal-associated habitat	intestine environment	host-associated	116	Semicossyphus pulcher	clearmag beads KF	9/10/20	PS16L1	0.05	used up		FMP101_P1_hg_1.88	hook and line survey	41.5	18	0	Missing: not collected		USA:CA:San Diego	Missing: not collected		1	KBRF	0	0	shallow	neritic	0	0	0	1	0	0	0	0	The ecology of marine fishes of california and adjacent waters 2006	0	0	0	0	Missing: not collected	Missing: not collected	UBERON:gastrointestinal system	1.561326071	UBERON:feces	UBERON:digestive tract	California sheephead	CA sheephead	44	cm	Missing: not collected	Semicossyphus pulcher	FMP_18	241346	1330	grams	1	32.83399	-117.30876	1330	53	16	91	rod and reel	8	18.hg			306	362	Eastern Pacific	Actinopterygii	wrasses	Labridae	Semicossyphus	Semicossyphus pulcher	Labriformes	402	10	1	0	0	-1.399204495	0	2.733999287	0	10840	542	SIO	Missing: not collected		1	1			1					5	13414		0.284090909	nan	nan	oviparous	marine	marine	fish hindgut digesta	hg	hindgut digesta swab	"gill, fin, skin, MG, HG"	Semicossyphus pulcher	321	summer	Unknown								sink	kelp forrest	rock associated	1	3	Labriform	generalist	241346	FMP101	1	44	2	2	TRUE			
13414.18.midgut	Not applicable	18.midgut	TRUE	2	2	subtropical	kelp forrest	2019-08-21	2019	california sheephead	1.5613	VU	0	0		0	55	0	30	18.midgut	"sea urchin, mollusks, lobsters, crabs"	fishbase.org	12.5	2486	TRUE	3	b	b3	0	Host-associated	Animal	Animal proximal gut	18midgut	midgut	marine biome	animal-associated habitat	intestine environment	host-associated	116	Semicossyphus pulcher	clearmag beads KF	9/10/20	PS16L1	0.1313			FMP101_P2_mg_1.88	hook and line survey	41.5	18	0	Missing: not collected		USA:CA:San Diego	Missing: not collected		1	KBRF	0	0	shallow	neritic	0	0	0	1	0	0	0	0	The ecology of marine fishes of california and adjacent waters 2006	0	0	0	0	Missing: not collected	Missing: not collected	UBERON:gastrointestinal system	1.561326071	UBERON:feces	UBERON:digestive tract	California sheephead	CA sheephead	44	cm	Missing: not collected	Semicossyphus pulcher	FMP_18	241346	1330	grams	1	32.83399	-117.30876	1330	53	16	91	rod and reel	8	18.midgut			402	362	Eastern Pacific	Actinopterygii	wrasses	Labridae	Semicossyphus	Semicossyphus pulcher	Labriformes	498	23063	4.362915799	23	3028	2.40199915	252	3.820989176	1	50434	6622	SIO	Missing: not collected		1	1			1					6	13414		0.284090909	nan	nan	oviparous	marine	marine	fish midgut digesta	mg	midgut digesta	"gill, fin, skin, MG, HG"	Semicossyphus pulcher	321	summer	Unknown								sink	kelp forrest	rock associated	1	3	Labriform	generalist	241346	FMP101	1	44	2	2	TRUE			
13414.18.skin	Not applicable	18.skin	TRUE	2	3	subtropical	kelp forrest	2019-08-21	2019	california sheephead	1.5613	VU	0	0		0	55	0	30	18.skin	"sea urchin, mollusks, lobsters, crabs"	fishbase.org	12.5	2486	TRUE	3	b	b3	0	Host-associated	Animal	Animal surface	18skin	skin	marine biome	animal-associated habitat	mucus	host-associated	116	Semicossyphus pulcher	clearmag beads KF	9/14/20	PS16L1	0.338	high		FMP101_P3_skin_1.88	hook and line survey	41.5	18	0	Missing: not collected		USA:CA:San Diego	Missing: not collected		1	KBRF	0	0	shallow	neritic	0	0	0	1	0	0	0	0	The ecology of marine fishes of california and adjacent waters 2006	0	0	0	0	Missing: not collected	Missing: not collected	UBERON:skin	1.561326071	UBERON:mucus	UBERON:skin of body	California sheephead	CA sheephead	44	cm	Missing: not collected	Semicossyphus pulcher	FMP_18	241346	1330	grams	1	32.83399	-117.30876	1330	53	16	91	rod and reel	8	18.skin			498	362	Eastern Pacific	Actinopterygii	wrasses	Labridae	Semicossyphus	Semicossyphus pulcher	Labriformes	594	119059	5.075762231	119	40242	3.525498226	3353	4.142264291	1	41053	13876	SIO	Missing: not collected		1	1			1					7	13414		0.284090909	nan	nan	oviparous	marine	marine	fish skin	s	skin swab	"gill, fin, skin, MG, HG"	Semicossyphus pulcher	321	summer	Unknown								sink	kelp forrest	rock associated	1	3	Labriform	generalist	241346	FMP101	1	44	2	2	TRUE			
13414.19.gill	Not applicable	19.gill	TRUE	3	4	subtropical	rock associated	2019-01-25	2019	jack silverside	0.5747	LC	0	0		0	30	0	5	19.gill	"zooplantkton, algae"	https://link.springer.com/article/10.2307/1352657	12.6	822	TRUE	3	c	c3	0	Host-associated	Animal	Animal corpus	19gill	gill	marine biome	animal-associated habitat	organic material	host-associated	116	Atherinopsis californiensis	clearmag beads KF	9/14/20	PS16L1	0.121		WG	FMP101_P4_gill_1.88	hook and line survey	23.4	19	1	1.7	LJ kelp	USA:CA:San Diego	30	"bay, reef, pelagic"	3	KBRF	1	0	shallow	neritic	0	0	1	1	0	0	0	0	The ecology of marine fishes of california and adjacent waters 2006	0	0	0	0	Missing: not collected	Missing: not collected	UBERON:respiratory system	0.574741238	UBERON:mucus	UBERON:gill	jack silverside	jack smelt	25.5	cm	Missing: not collected	Atherinopsis californiensis	FMP_19	1311532	95.3	grams	1	32.858496	-117.276143	95.3	11		45	rod and reel	1	19.gill			595	224	Eastern Pacific	Actinopterygii	neotropical silversides	Atherinopsidae	Atherinopsis	Atherinopsis californiensis	Atheriniformes	691	5160064	6.712655088	5160	624368	4.716259175	52031	4.48277357	1	251182	30393	SIO	Missing: not collected				1						1	8	13414		0.494117647	0.066666667	1.176470588	oviparous	brackish	brackish	fish gill	g	gill tissue	"gill, fin, skin, MG, HG"	Atherinopsis californiensis	184	winter	Unknown								sink	kelp forrest	pelagic	2	2	Subcarangiform	generalist	1311532	FMP101	1	25.5	2	2	FALSE			
13414.19.hg	Not applicable	19.hg	TRUE	3	4	subtropical	rock associated	2019-01-25	2019	jack silverside	0.5747	LC	0	0		0	30	0	5	19.hg	"zooplantkton, algae"	https://link.springer.com/article/10.2307/1352657	12.6	822	TRUE	3	c	c3	0	Host-associated	Animal	Animal distal gut	19hg	hindgut	marine biome	animal-associated habitat	intestine environment	host-associated	116	Atherinopsis californiensis	clearmag beads KF	9/10/20	PS16L1	0.028	low		FMP101_P1_hg_1.88	hook and line survey	23.4	19	1	1.7	LJ kelp	USA:CA:San Diego	30	"bay, reef, pelagic"	3	KBRF	1	0	shallow	neritic	0	0	1	1	0	0	0	0	The ecology of marine fishes of california and adjacent waters 2006	0	0	0	0	Missing: not collected	Missing: not collected	UBERON:gastrointestinal system	0.574741238	UBERON:feces	UBERON:digestive tract	jack silverside	jack smelt	25.5	cm	Missing: not collected	Atherinopsis californiensis	FMP_19	1311532	95.3	grams	1	32.858496	-117.276143	95.3	11		45	rod and reel	1	19.hg			307	224	Eastern Pacific	Actinopterygii	neotropical silversides	Atherinopsidae	Atherinopsis	Atherinopsis californiensis	Atheriniformes	403	33577346	7.526046366	33577	940166	4.894023146	78347	4.533606848	1	1220250	34167	SIO	Missing: not collected				1						1	5	13414		0.494117647	0.066666667	1.176470588	oviparous	brackish	brackish	fish hindgut digesta	hg	hindgut digesta	"gill, fin, skin, MG, HG"	Atherinopsis californiensis	184	winter	Unknown								sink	kelp forrest	pelagic	2	2	Subcarangiform	generalist	1311532	FMP101	1	25.5	2	2	FALSE			
13414.19.midgut	Not applicable	19.midgut	TRUE	1	2	subtropical	rock associated	2019-01-25	2019	jack silverside	0.5747	LC	0	0		0	30	0	5	19.midgut	"zooplantkton, algae"	https://link.springer.com/article/10.2307/1352657	12.6	822	TRUE	3	c	c3	0	Host-associated	Animal	Animal proximal gut	19midgut	midgut	marine biome	animal-associated habitat	intestine environment	host-associated	116	Atherinopsis californiensis	clearmag beads KF	9/10/20	PS16L1	0.1013			FMP101_P2_mg_1.88	hook and line survey	23.4	19	1	1.7	LJ kelp	USA:CA:San Diego	30	"bay, reef, pelagic"	3	KBRF	1	0	shallow	neritic	0	0	1	1	0	0	0	0	The ecology of marine fishes of california and adjacent waters 2006	0	0	0	0	Missing: not collected	Missing: not collected	UBERON:gastrointestinal system	0.574741238	UBERON:feces	UBERON:digestive tract	jack silverside	jack smelt	25.5	cm	Missing: not collected	Atherinopsis californiensis	FMP_19	1311532	95.3	grams	1	32.858496	-117.276143	95.3	11		45	rod and reel	1	19.midgut			403	224	Eastern Pacific	Actinopterygii	neotropical silversides	Atherinopsidae	Atherinopsis	Atherinopsis californiensis	Atheriniformes	499	5992	3.777571805	6	607	1.703979948	51	3.621384028	1	41283	4182	SIO	Missing: not collected				1						1	6	13414		0.494117647	0.066666667	1.176470588	oviparous	brackish	brackish	fish midgut digesta	mg	midgut digesta	"gill, fin, skin, MG, HG"	Atherinopsis californiensis	184	winter	Unknown								sink	kelp forrest	pelagic	2	2	Subcarangiform	generalist	1311532	FMP101	1	25.5	2	2	FALSE			
